PWGTP,EDUCATION,ST,percentage,GEOID,65-69,70-74,75-79,80-84,85+,Male,Female,Other,Hispanic,Black
24,14,23,2.537435845,2300400,1,0,0,0,0,1,0,1,0,0
16,12,23,3.164907227,2300400,1,0,0,0,0,1,0,1,0,0
6,16,23,3.561434185,2300200,0,1,0,0,0,1,0,1,0,0
8,12,23,6.175212911,2300500,0,1,0,0,0,0,1,1,0,0
7,14,23,4.43061433,2300500,0,1,0,0,0,1,0,1,0,0
4,16,23,11.14769391,2300200,0,0,0,1,0,1,0,1,0,0
5,14,23,15.11879158,2300200,0,0,0,1,0,0,1,1,0,0
92,14,23,4.981624362,2300600,0,1,0,0,0,0,1,1,0,0
13,14,23,4.981624362,2300500,0,1,0,0,0,0,1,1,0,0
27,16,23,2.291587488,2300200,1,0,0,0,0,0,1,1,0,0
9,14,23,4.981624362,2300300,0,1,0,0,0,0,1,1,0,0
10,14,23,4.43061433,2300300,0,1,0,0,0,1,0,1,0,0
31,9,23,7.56661191,2300600,0,1,0,0,0,1,0,1,0,0
25,9,23,8.473050535,2300600,0,1,0,0,0,0,1,1,0,0
3,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
11,19,23,4.889795825,2300500,0,0,1,0,0,0,1,1,0,0
20,16,23,6.743700149,2300500,0,0,1,0,0,0,1,1,0,0
16,24,23,1.465143537,2300500,0,1,0,0,0,1,0,1,0,0
24,8,23,13.70479135,2300600,0,0,1,0,0,1,0,1,0,0
24,12,23,6.175212911,2300600,0,1,0,0,0,0,1,1,0,0
4,16,23,2.031756168,2300200,1,0,0,0,0,1,0,1,0,0
8,14,23,4.43061433,2300500,0,1,0,0,0,1,0,1,0,0
14,14,23,2.860048137,2300500,1,0,0,0,0,0,1,1,0,0
11,9,23,8.473050535,2300100,0,1,0,0,0,0,1,1,0,0
18,12,23,5.499823433,2300300,0,1,0,0,0,1,0,1,0,0
16,12,23,3.564379297,2300300,1,0,0,0,0,0,1,1,0,0
6,16,23,2.031756168,2300200,1,0,0,0,0,1,0,1,0,0
4,16,23,2.031756168,2300100,1,0,0,0,0,1,0,1,0,0
5,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
6,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
7,24,23,2.510024256,2300700,0,0,1,0,0,1,0,1,0,0
12,12,23,10.23037239,2300300,0,0,1,0,0,0,1,1,0,0
8,14,23,4.981624362,2300500,0,1,0,0,0,0,1,1,0,0
5,12,23,18.27410738,2300200,0,0,0,1,0,0,1,1,0,0
3,14,23,27.78173331,2300200,0,0,0,0,1,1,0,1,0,0
18,19,23,1.453025048,2300200,1,0,0,0,0,1,0,1,0,0
20,18,23,1.833980414,2300200,1,0,0,0,0,0,1,1,0,0
48,18,23,1.625171798,2301000,1,0,0,0,0,1,0,1,0,0
48,14,23,4.981624362,2301000,0,1,0,0,0,0,1,1,0,0
4,18,23,1.833980414,2300200,1,0,0,0,0,0,1,1,0,0
4,14,23,4.43061433,2300200,0,1,0,0,0,1,0,1,0,0
15,12,23,5.499823433,2300400,0,1,0,0,0,1,0,1,0,0
14,12,23,6.175212911,2300400,0,1,0,0,0,0,1,1,0,0
29,0,23,11.3415911,2300600,1,0,0,0,0,1,0,1,0,0
17,14,23,4.43061433,2300400,0,1,0,0,0,1,0,1,0,0
14,24,23,5.404095231,2300300,0,0,0,1,0,0,1,1,0,0
18,16,23,25.73585981,2300900,0,0,0,0,1,0,1,1,0,0
18,16,23,3.561434185,2300100,0,1,0,0,0,1,0,1,0,0
15,14,23,4.981624362,2300100,0,1,0,0,0,0,1,1,0,0
7,18,23,1.625171798,2300800,1,0,0,0,0,1,0,1,0,0
6,16,23,2.031756168,2300500,1,0,0,0,0,1,0,1,0,0
8,18,23,1.833980414,2300500,1,0,0,0,0,0,1,1,0,0
36,12,23,3.164907227,2301000,1,0,0,0,0,1,0,1,0,0
14,12,23,9.154741059,2300300,0,0,1,0,0,1,0,1,0,0
10,12,23,10.23037239,2300300,0,0,1,0,0,0,1,1,0,0
5,14,23,4.43061433,2300200,0,1,0,0,0,1,0,1,0,0
5,14,23,4.981624362,2300200,0,1,0,0,0,0,1,1,0,0
60,12,23,6.175212911,2300800,0,1,0,0,0,0,1,1,0,0
64,12,23,5.499823433,2300800,0,1,0,0,0,1,0,1,0,0
46,16,23,3.561434185,2300900,0,1,0,0,0,1,0,1,0,0
49,12,23,3.564379297,2300900,1,0,0,0,0,0,1,1,0,0
8,18,23,4.846791248,2300300,0,0,1,0,0,1,0,1,0,0
20,16,23,25.73585981,2300900,0,0,0,0,1,0,1,1,0,0
5,16,23,2.031756168,2300400,1,0,0,0,0,1,0,1,0,0
15,12,23,6.175212911,2300100,0,1,0,0,0,0,1,1,0,0
4,16,23,12.42545854,2300200,0,0,0,1,0,0,1,1,0,0
3,18,23,19.6207019,2300200,0,0,0,0,1,1,0,1,0,0
27,24,23,4.808721198,2300800,0,0,0,1,0,1,0,1,0,0
12,12,23,3.164907227,2300500,1,0,0,0,0,1,0,1,0,0
30,3,23,13.93790285,2300200,0,1,0,0,0,1,0,1,0,0
14,14,23,2.860048137,2300300,1,0,0,0,0,0,1,1,0,0
15,12,23,3.164907227,2300300,1,0,0,0,0,1,0,1,0,0
6,14,23,30.31559491,2300500,0,0,0,0,1,0,1,1,0,0
14,18,23,2.857667742,2300500,0,1,0,0,0,1,0,1,0,0
14,14,23,4.981624362,2300500,0,1,0,0,0,0,1,1,0,0
30,14,23,13.57186586,2301000,0,0,1,0,0,0,1,0,1,0
90,12,23,32.56588642,2300500,0,0,0,0,1,1,0,1,0,0
68,16,23,4.008883577,2300500,0,1,0,0,0,0,1,1,0,0
21,18,23,3.219649661,2300600,0,1,0,0,0,0,1,1,0,0
21,12,23,9.154741059,2300600,0,0,1,0,0,1,0,1,0,0
19,16,23,4.008883577,2300500,0,1,0,0,0,0,1,1,0,0
19,16,23,3.561434185,2300500,0,1,0,0,0,1,0,1,0,0
21,11,23,3.532598484,2300100,1,0,0,0,0,1,0,1,0,0
13,12,23,5.499823433,2300200,0,1,0,0,0,1,0,1,0,0
10,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
17,11,23,3.532598484,2300100,1,0,0,0,0,1,0,1,0,0
15,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
3,12,23,6.175212911,2300100,0,1,0,0,0,0,1,1,0,0
4,10,23,6.808674751,2300100,0,1,0,0,0,1,0,1,0,0
2,14,23,2.537435845,2300100,1,0,0,0,0,1,0,1,0,0
9,16,23,4.008883577,2300500,0,1,0,0,0,0,1,1,0,0
8,12,23,3.164907227,2300700,1,0,0,0,0,1,0,1,0,0
14,16,23,2.291587488,2300900,1,0,0,0,0,0,1,1,0,0
28,12,23,10.23037239,2300600,0,0,1,0,0,0,1,1,0,0
8,16,23,3.561434185,2300700,0,1,0,0,0,1,0,1,0,0
8,18,23,3.219649661,2300700,0,1,0,0,0,0,1,1,0,0
5,14,23,4.43061433,2300100,0,1,0,0,0,1,0,1,0,0
6,8,23,15.22542985,2300300,0,0,1,0,0,0,1,1,0,0
18,16,23,6.010117428,2300700,0,0,1,0,0,1,0,1,0,0
31,14,23,4.981624362,2300800,0,1,0,0,0,0,1,1,0,0
33,12,23,9.146427807,2300800,0,1,0,0,0,1,0,0,1,0
3,14,23,4.43061433,2300100,0,1,0,0,0,1,0,1,0,0
8,14,23,4.981624362,2300500,0,1,0,0,0,0,1,1,0,0
16,12,23,5.499823433,2300700,0,1,0,0,0,1,0,1,0,0
8,14,23,2.537435845,2300200,1,0,0,0,0,1,0,1,0,0
4,16,23,4.008883577,2300700,0,1,0,0,0,0,1,1,0,0
3,14,23,2.537435845,2300100,1,0,0,0,0,1,0,1,0,0
4,14,23,7.430859588,2300100,0,0,1,0,0,1,0,1,0,0
5,18,23,10.15452867,2300100,0,0,0,1,0,0,1,1,0,0
28,12,23,5.499823433,2300200,0,1,0,0,0,1,0,1,0,0
37,10,23,12.51590092,2300200,0,0,1,0,0,0,1,1,0,0
25,16,23,2.291587488,2300900,1,0,0,0,0,0,1,1,0,0
25,18,23,1.625171798,2300900,1,0,0,0,0,1,0,1,0,0
12,14,23,4.981624362,2300600,0,1,0,0,0,0,1,1,0,0
8,14,23,4.981624362,2300400,0,1,0,0,0,0,1,1,0,0
6,12,23,6.175212911,2300300,0,1,0,0,0,0,1,1,0,0
7,12,23,9.154741059,2300300,0,0,1,0,0,1,0,1,0,0
16,19,23,4.348477979,2300100,0,0,1,0,0,1,0,1,0,0
17,14,23,4.981624362,2300100,0,1,0,0,0,0,1,1,0,0
10,12,23,3.564379297,2300800,1,0,0,0,0,0,1,1,0,0
4,12,23,10.23037239,2300400,0,0,1,0,0,0,1,1,0,0
23,16,23,25.73585981,2300900,0,0,0,0,1,0,1,1,0,0
25,12,23,10.23037239,2300900,0,0,1,0,0,0,1,1,0,0
17,14,23,2.537435845,2300800,1,0,0,0,0,1,0,1,0,0
33,12,23,35.32267164,2300800,0,0,0,0,1,0,1,1,0,0
21,12,23,35.32267164,2300600,0,0,0,0,1,0,1,1,0,0
10,18,23,1.833980414,2300600,1,0,0,0,0,0,1,1,0,0
9,18,23,4.846791248,2300600,0,0,1,0,0,1,0,1,0,0
4,14,23,4.43061433,2300100,0,1,0,0,0,1,0,1,0,0
4,16,23,3.898763028,2300100,1,0,0,0,0,0,1,0,1,0
5,12,23,3.564379297,2300500,1,0,0,0,0,0,1,1,0,0
18,8,23,9.397581216,2300100,0,1,0,0,0,0,1,1,0,0
12,14,23,2.860048137,2300400,1,0,0,0,0,0,1,1,0,0
15,12,23,5.499823433,2300400,0,1,0,0,0,1,0,1,0,0
6,24,23,0.828115541,2300100,1,0,0,0,0,1,0,1,0,0
31,16,23,2.291587488,2300300,1,0,0,0,0,0,1,1,0,0
36,19,23,2.55836372,2300300,0,1,0,0,0,1,0,1,0,0
8,12,23,3.564379297,2300200,1,0,0,0,0,0,1,1,0,0
6,16,23,2.031756168,2300200,1,0,0,0,0,1,0,1,0,0
5,12,23,9.154741059,2300300,0,0,1,0,0,1,0,1,0,0
15,12,23,3.564379297,2300800,1,0,0,0,0,0,1,1,0,0
15,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
16,12,23,6.175212911,2300100,0,1,0,0,0,0,1,1,0,0
5,14,23,8.322500058,2300500,0,0,1,0,0,0,1,1,0,0
7,14,23,7.430859588,2300500,0,0,1,0,0,1,0,1,0,0
4,12,23,3.164907227,2300500,1,0,0,0,0,1,0,1,0,0
3,14,23,2.860048137,2300500,1,0,0,0,0,0,1,1,0,0
7,14,23,30.31559491,2300500,0,0,0,0,1,0,1,1,0,0
13,16,23,2.031756168,2301000,1,0,0,0,0,1,0,1,0,0
12,14,23,2.860048137,2301000,1,0,0,0,0,0,1,1,0,0
4,19,23,1.453025048,2300200,1,0,0,0,0,1,0,1,0,0
4,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
6,12,23,3.564379297,2300700,1,0,0,0,0,0,1,1,0,0
5,14,23,7.430859588,2300700,0,0,1,0,0,1,0,1,0,0
13,14,23,2.537435845,2300500,1,0,0,0,0,1,0,1,0,0
18,18,23,5.446609089,2300500,0,0,1,0,0,0,1,1,0,0
20,18,23,4.846791248,2300800,0,0,1,0,0,1,0,1,0,0
21,16,23,2.291587488,2300800,1,0,0,0,0,0,1,1,0,0
3,18,23,2.857667742,2300700,0,1,0,0,0,1,0,1,0,0
4,16,23,4.008883577,2300700,0,1,0,0,0,0,1,1,0,0
22,16,23,3.561434185,2300200,0,1,0,0,0,1,0,1,0,0
17,11,23,6.867830308,2300200,0,1,0,0,0,0,1,1,0,0
21,12,23,5.499823433,2300700,0,1,0,0,0,1,0,1,0,0
4,14,23,8.322500058,2300100,0,0,1,0,0,0,1,1,0,0
2,12,23,9.154741059,2300100,0,0,1,0,0,1,0,1,0,0
37,18,23,4.846791248,2300500,0,0,1,0,0,1,0,1,0,0
10,14,23,2.537435845,2300200,1,0,0,0,0,1,0,1,0,0
6,10,23,19.88564172,2300200,0,0,0,1,0,1,0,1,0,0
4,12,23,16.50827556,2300500,0,0,0,1,0,1,0,1,0,0
7,12,23,18.27410738,2300500,0,0,0,1,0,0,1,1,0,0
18,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
13,16,23,4.008883577,2300500,0,1,0,0,0,0,1,1,0,0
12,14,23,2.537435845,2300500,1,0,0,0,0,1,0,1,0,0
7,12,23,10.23037239,2300100,0,0,1,0,0,0,1,1,0,0
6,12,23,16.50827556,2300100,0,0,0,1,0,1,0,1,0,0
5,12,23,6.175212911,2300100,0,1,0,0,0,0,1,1,0,0
26,14,23,4.981624362,2300900,0,1,0,0,0,0,1,1,0,0
6,18,23,2.857667742,2300500,0,1,0,0,0,1,0,1,0,0
7,18,23,3.219649661,2300500,0,1,0,0,0,0,1,1,0,0
28,14,23,15.11879158,2300200,0,0,0,1,0,0,1,1,0,0
10,14,23,4.981624362,2300500,0,1,0,0,0,0,1,1,0,0
21,14,23,4.309429282,2300500,1,0,0,0,0,1,0,0,1,0
7,12,23,3.564379297,2300200,1,0,0,0,0,0,1,1,0,0
6,12,23,18.27410738,2300100,0,0,0,1,0,0,1,1,0,0
6,18,23,1.833980414,2300300,1,0,0,0,0,0,1,1,0,0
6,18,23,1.625171798,2300300,1,0,0,0,0,1,0,1,0,0
21,14,23,4.981624362,2300800,0,1,0,0,0,0,1,1,0,0
24,16,23,3.561434185,2300800,0,1,0,0,0,1,0,1,0,0
10,12,23,32.56588642,2300500,0,0,0,0,1,1,0,1,0,0
15,12,23,18.27410738,2300500,0,0,0,1,0,0,1,1,0,0
7,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
8,16,23,2.031756168,2300400,1,0,0,0,0,1,0,1,0,0
24,12,23,9.154741059,2300900,0,0,1,0,0,1,0,1,0,0
23,11,23,11.32293042,2300900,0,0,1,0,0,0,1,1,0,0
20,12,23,3.164907227,2300300,1,0,0,0,0,1,0,1,0,0
21,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
22,12,23,3.564379297,2300200,1,0,0,0,0,0,1,1,0,0
29,14,23,4.43061433,2300900,0,1,0,0,0,1,0,1,0,0
24,8,23,13.70479135,2300600,0,0,1,0,0,1,0,1,0,0
23,12,23,10.23037239,2300600,0,0,1,0,0,0,1,1,0,0
6,14,23,2.860048137,2300400,1,0,0,0,0,0,1,1,0,0
5,12,23,35.32267164,2300400,0,0,0,0,1,0,1,1,0,0
5,12,23,32.56588642,2300400,0,0,0,0,1,1,0,1,0,0
3,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
22,16,23,2.291587488,2300500,1,0,0,0,0,0,1,1,0,0
18,16,23,3.561434185,2300500,0,1,0,0,0,1,0,1,0,0
22,12,23,35.32267164,2300600,0,0,0,0,1,0,1,1,0,0
4,14,23,2.860048137,2300300,1,0,0,0,0,0,1,1,0,0
4,12,23,5.499823433,2300300,0,1,0,0,0,1,0,1,0,0
11,18,23,10.15452867,2301000,0,0,0,1,0,0,1,1,0,0
7,12,23,6.175212911,2300300,0,1,0,0,0,0,1,1,0,0
15,12,23,35.32267164,2300800,0,0,0,0,1,0,1,1,0,0
5,12,23,16.50827556,2300800,0,0,0,1,0,1,0,1,0,0
6,12,23,10.23037239,2300200,0,0,1,0,0,0,1,1,0,0
87,14,23,2.537435845,2300600,1,0,0,0,0,1,0,1,0,0
18,14,23,4.981624362,2300300,0,1,0,0,0,0,1,1,0,0
9,14,23,4.981624362,2300500,0,1,0,0,0,0,1,1,0,0
9,18,23,3.219649661,2300500,0,1,0,0,0,0,1,1,0,0
6,16,23,2.291587488,2300200,1,0,0,0,0,0,1,1,0,0
4,16,23,2.031756168,2300200,1,0,0,0,0,1,0,1,0,0
21,14,23,8.322500058,2301000,0,0,1,0,0,0,1,1,0,0
30,14,23,21.41121279,2300900,0,0,0,1,0,1,0,0,1,0
20,18,23,10.15452867,2300900,0,0,0,1,0,0,1,1,0,0
20,16,23,25.73585981,2300900,0,0,0,0,1,0,1,1,0,0
15,14,23,15.11879158,2300700,0,0,0,1,0,0,1,1,0,0
24,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
21,12,23,5.499823433,2300200,0,1,0,0,0,1,0,1,0,0
9,14,23,15.11879158,2300500,0,0,0,1,0,0,1,1,0,0
10,18,23,9.086064505,2300500,0,0,0,1,0,1,0,1,0,0
38,12,23,5.499823433,2300300,0,1,0,0,0,1,0,1,0,0
17,14,23,4.43061433,2300800,0,1,0,0,0,1,0,1,0,0
16,14,23,2.860048137,2300800,1,0,0,0,0,0,1,1,0,0
27,12,23,18.27410738,2300200,0,0,0,1,0,0,1,1,0,0
18,12,23,3.564379297,2300300,1,0,0,0,0,0,1,1,0,0
16,12,23,3.164907227,2301000,1,0,0,0,0,1,0,1,0,0
5,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
4,12,23,5.499823433,2300100,0,1,0,0,0,1,0,1,0,0
29,12,23,10.23037239,2300200,0,0,1,0,0,0,1,1,0,0
1,12,23,35.32267164,2300200,0,0,0,0,1,0,1,1,0,0
3,24,23,5.404095231,2300200,0,0,0,1,0,0,1,1,0,0
22,12,23,5.499823433,2300200,0,1,0,0,0,1,0,1,0,0
17,12,23,3.564379297,2300200,1,0,0,0,0,0,1,1,0,0
21,19,23,4.348477979,2300500,0,0,1,0,0,1,0,1,0,0
25,16,23,4.008883577,2300500,0,1,0,0,0,0,1,1,0,0
20,16,23,2.031756168,2300500,1,0,0,0,0,1,0,1,0,0
7,18,23,3.219649661,2300800,0,1,0,0,0,0,1,1,0,0
4,14,23,4.981624362,2300100,0,1,0,0,0,0,1,1,0,0
3,8,23,46.25630518,2300100,0,0,0,0,1,0,1,1,0,0
6,14,23,2.537435845,2300100,1,0,0,0,0,1,0,1,0,0
5,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
15,14,23,30.31559491,2301000,0,0,0,0,1,0,1,1,0,0
30,14,23,4.43061433,2300600,0,1,0,0,0,1,0,1,0,0
24,14,23,4.981624362,2300600,0,1,0,0,0,0,1,1,0,0
75,16,23,6.743700149,2300800,0,0,1,0,0,0,1,1,0,0
62,14,23,7.430859588,2300800,0,0,1,0,0,1,0,1,0,0
25,16,23,2.291587488,2300900,1,0,0,0,0,0,1,1,0,0
25,12,23,3.164907227,2300800,1,0,0,0,0,1,0,1,0,0
30,16,23,3.561434185,2300400,0,1,0,0,0,1,0,1,0,0
7,16,23,6.743700149,2300200,0,0,1,0,0,0,1,1,0,0
13,12,23,3.164907227,2300100,1,0,0,0,0,1,0,1,0,0
9,14,23,2.860048137,2300400,1,0,0,0,0,0,1,1,0,0
9,12,23,5.499823433,2300400,0,1,0,0,0,1,0,1,0,0
15,12,23,32.56588642,2300200,0,0,0,0,1,1,0,1,0,0
12,12,23,3.564379297,2300400,1,0,0,0,0,0,1,1,0,0
13,8,23,8.401315793,2300400,0,1,0,0,0,1,0,1,0,0
5,16,23,2.031756168,2300500,1,0,0,0,0,1,0,1,0,0
6,18,23,1.833980414,2300500,1,0,0,0,0,0,1,1,0,0
14,16,23,25.73585981,2300400,0,0,0,0,1,0,1,1,0,0
11,12,23,5.499823433,2300700,0,1,0,0,0,1,0,1,0,0
30,14,23,8.314873378,2301000,0,1,0,0,0,0,1,0,1,0
29,12,23,3.164907227,2301000,1,0,0,0,0,1,0,1,0,0
14,12,23,3.564379297,2300700,1,0,0,0,0,0,1,1,0,0
5,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
4,12,23,32.56588642,2300100,0,0,0,0,1,1,0,1,0,0
12,8,23,5.504279998,2300100,1,0,0,0,0,0,1,1,0,0
81,16,23,6.743700149,2300500,0,0,1,0,0,0,1,1,0,0
7,14,23,2.537435845,2300500,1,0,0,0,0,1,0,1,0,0
7,18,23,9.086064505,2300700,0,0,0,1,0,1,0,1,0,0
7,24,23,2.82925258,2300700,0,0,1,0,0,0,1,1,0,0
16,16,23,12.42545854,2300500,0,0,0,1,0,0,1,1,0,0
39,16,23,4.008883577,2300500,0,1,0,0,0,0,1,1,0,0
7,16,23,3.561434185,2300500,0,1,0,0,0,1,0,1,0,0
10,14,23,15.11879158,2300500,0,0,0,1,0,0,1,1,0,0
16,14,23,30.31559491,2300300,0,0,0,0,1,0,1,1,0,0
13,14,23,27.78173331,2300900,0,0,0,0,1,1,0,1,0,0
15,12,23,35.32267164,2300900,0,0,0,0,1,0,1,1,0,0
7,11,23,6.121631027,2300100,0,1,0,0,0,1,0,1,0,0
12,0,23,20.48399804,2300100,0,1,0,0,0,0,1,1,0,0
8,12,23,3.564379297,2300500,1,0,0,0,0,0,1,1,0,0
11,16,23,3.561434185,2300500,0,1,0,0,0,1,0,1,0,0
71,18,23,10.15452867,2300500,0,0,0,1,0,0,1,1,0,0
2,0,23,65.4003878,2300100,0,0,0,0,1,1,0,1,0,0
6,16,23,2.031756168,2300500,1,0,0,0,0,1,0,1,0,0
24,14,23,2.537435845,2300500,1,0,0,0,0,1,0,1,0,0
31,12,23,3.164907227,2300600,1,0,0,0,0,1,0,1,0,0
23,12,23,3.164907227,2300500,1,0,0,0,0,1,0,1,0,0
26,12,23,3.164907227,2300300,1,0,0,0,0,1,0,1,0,0
23,12,23,8.448709075,2300300,1,0,0,0,0,0,1,0,0,1
9,14,23,4.981624362,2300200,0,1,0,0,0,0,1,1,0,0
22,12,23,6.175212911,2300400,0,1,0,0,0,0,1,1,0,0
56,5,23,20.1670585,2300600,0,0,1,0,0,0,1,1,0,0
24,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
14,16,23,2.031756168,2300500,1,0,0,0,0,1,0,1,0,0
32,14,23,4.43061433,2300600,0,1,0,0,0,1,0,1,0,0
25,14,23,4.981624362,2300600,0,1,0,0,0,0,1,1,0,0
6,14,23,2.537435845,2300500,1,0,0,0,0,1,0,1,0,0
8,12,23,3.564379297,2300500,1,0,0,0,0,0,1,1,0,0
11,14,23,8.322500058,2301000,0,0,1,0,0,0,1,1,0,0
12,14,23,13.60709407,2301000,0,0,0,1,0,1,0,1,0,0
20,18,23,1.625171798,2300800,1,0,0,0,0,1,0,1,0,0
4,14,23,2.537435845,2300100,1,0,0,0,0,1,0,1,0,0
4,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
23,12,23,32.56588642,2300100,0,0,0,0,1,1,0,1,0,0
34,14,23,2.537435845,2300200,1,0,0,0,0,1,0,1,0,0
36,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
15,14,23,2.860048137,2300300,1,0,0,0,0,0,1,1,0,0
26,18,23,5.446609089,2300800,0,0,1,0,0,0,1,1,0,0
21,18,23,4.846791248,2300800,0,0,1,0,0,1,0,1,0,0
3,12,23,35.32267164,2300200,0,0,0,0,1,0,1,1,0,0
2,12,23,32.56588642,2300200,0,0,0,0,1,1,0,1,0,0
14,14,23,7.430859588,2300100,0,0,1,0,0,1,0,1,0,0
6,12,23,16.50827556,2300500,0,0,0,1,0,1,0,1,0,0
9,12,23,6.175212911,2300500,0,1,0,0,0,0,1,1,0,0
5,12,23,10.23037239,2300300,0,0,1,0,0,0,1,1,0,0
6,8,23,8.401315793,2300300,0,1,0,0,0,1,0,1,0,0
7,14,23,4.43061433,2300200,0,1,0,0,0,1,0,1,0,0
8,14,23,27.78173331,2300200,0,0,0,0,1,1,0,1,0,0
22,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
24,12,23,3.164907227,2300100,1,0,0,0,0,1,0,1,0,0
8,11,23,6.867830308,2300100,0,1,0,0,0,0,1,1,0,0
26,14,23,2.860048137,2300900,1,0,0,0,0,0,1,1,0,0
21,14,23,8.322500058,2300500,0,0,1,0,0,0,1,1,0,0
7,12,23,5.499823433,2300500,0,1,0,0,0,1,0,1,0,0
7,12,23,27.89078063,2300500,0,0,0,1,0,0,1,0,1,0
2,12,23,5.499823433,2300500,0,1,0,0,0,1,0,1,0,0
6,14,23,4.43061433,2300800,0,1,0,0,0,1,0,1,0,0
6,12,23,3.564379297,2300800,1,0,0,0,0,0,1,1,0,0
21,11,23,6.121631027,2300200,0,1,0,0,0,1,0,1,0,0
17,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
13,12,23,3.564379297,2300300,1,0,0,0,0,0,1,1,0,0
18,18,23,1.625171798,2300800,1,0,0,0,0,1,0,1,0,0
16,14,23,7.430859588,2300900,0,0,1,0,0,1,0,1,0,0
13,19,23,2.55836372,2300900,0,1,0,0,0,1,0,1,0,0
20,0,23,12.63841924,2300300,1,0,0,0,0,0,1,1,0,0
23,0,23,11.3415911,2300300,1,0,0,0,0,1,0,1,0,0
6,14,23,4.43061433,2300100,0,1,0,0,0,1,0,1,0,0
6,14,23,4.981624362,2300100,0,1,0,0,0,0,1,1,0,0
5,16,23,25.73585981,2300200,0,0,0,0,1,0,1,1,0,0
20,16,23,4.008883577,2300300,0,1,0,0,0,0,1,1,0,0
15,18,23,3.219649661,2300100,0,1,0,0,0,0,1,1,0,0
17,16,23,3.561434185,2300100,0,1,0,0,0,1,0,1,0,0
8,0,23,18.55310147,2300300,0,1,0,0,0,1,0,1,0,0
13,12,23,3.564379297,2300200,1,0,0,0,0,0,1,1,0,0
13,12,23,5.499823433,2300200,0,1,0,0,0,1,0,1,0,0
17,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
19,12,23,5.499823433,2300100,0,1,0,0,0,1,0,1,0,0
5,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
4,8,23,13.70479135,2300200,0,0,1,0,0,1,0,1,0,0
27,14,23,30.31559491,2300900,0,0,0,0,1,0,1,1,0,0
89,12,23,6.175212911,2300900,0,1,0,0,0,0,1,1,0,0
74,24,23,0.935489012,2300300,1,0,0,0,0,0,1,1,0,0
16,14,23,4.43061433,2300600,0,1,0,0,0,1,0,1,0,0
13,12,23,3.564379297,2300600,1,0,0,0,0,0,1,1,0,0
11,19,23,8.189410601,2300500,0,0,0,1,0,1,0,1,0,0
9,16,23,12.42545854,2300500,0,0,0,1,0,0,1,1,0,0
9,12,23,6.175212911,2300500,0,1,0,0,0,0,1,1,0,0
16,24,23,0.828115541,2300900,1,0,0,0,0,1,0,1,0,0
18,16,23,4.008883577,2300900,0,1,0,0,0,0,1,1,0,0
22,16,23,6.010117428,2300500,0,0,1,0,0,1,0,1,0,0
19,14,23,8.322500058,2300500,0,0,1,0,0,0,1,1,0,0
12,12,23,35.32267164,2300100,0,0,0,0,1,0,1,1,0,0
25,19,23,4.348477979,2300700,0,0,1,0,0,1,0,1,0,0
30,18,23,5.446609089,2300700,0,0,1,0,0,0,1,1,0,0
3,12,23,18.27410738,2300300,0,0,0,1,0,0,1,1,0,0
8,14,23,4.981624362,2300100,0,1,0,0,0,0,1,1,0,0
24,12,23,9.154741059,2300200,0,0,1,0,0,1,0,1,0,0
24,14,23,4.981624362,2300200,0,1,0,0,0,0,1,1,0,0
6,19,23,8.189410601,2300500,0,0,0,1,0,1,0,1,0,0
3,18,23,9.086064505,2300500,0,0,0,1,0,1,0,1,0,0
6,18,23,5.446609089,2300500,0,0,1,0,0,0,1,1,0,0
47,24,23,2.510024256,2300100,0,0,1,0,0,1,0,1,0,0
53,12,23,10.23037239,2300100,0,0,1,0,0,0,1,1,0,0
12,24,23,2.82925258,2300900,0,0,1,0,0,0,1,1,0,0
7,16,23,4.008883577,2300300,0,1,0,0,0,0,1,1,0,0
21,18,23,3.219649661,2300600,0,1,0,0,0,0,1,1,0,0
77,18,23,2.857667742,2300300,0,1,0,0,0,1,0,1,0,0
69,18,23,1.833980414,2300300,1,0,0,0,0,0,1,1,0,0
