PWGTP,EDUCATION,ST,percentage,GEOID,65-69,70-74,75-79,80-84,85+,Male,Female,Other,Hispanic,Black
5,14,23,9.921297959,2300100,0,0,1,0,0,0,1,1,0,0
25,12,23,9.921297959,2300900,0,0,1,0,0,0,1,1,0,0
12,14,23,3.448956817,2300700,1,0,0,0,0,0,1,1,0,0
5,18,23,16.04343298,2300700,0,0,0,1,0,1,0,1,0,0
12,12,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
9,12,23,34.54726257,2300500,0,0,0,0,1,0,1,1,0,0
30,12,23,17.77012503,2300100,0,0,0,1,0,0,1,1,0,0
8,12,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
9,14,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
17,14,23,3.0620098,2300800,1,0,0,0,0,1,0,1,0,0
18,14,23,3.448956817,2300800,1,0,0,0,0,0,1,1,0,0
4,18,23,5.980488929,2300200,0,1,0,0,0,0,1,1,0,0
4,24,23,8.874950303,2300200,0,0,1,0,0,1,0,1,0,0
9,16,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
23,19,23,5.980488929,2301000,0,1,0,0,0,0,1,1,0,0
21,12,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
20,12,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
6,16,23,8.874950303,2300300,0,0,1,0,0,1,0,1,0,0
5,14,23,9.921297959,2300300,0,0,1,0,0,0,1,1,0,0
34,16,23,5.325187858,2300900,0,1,0,0,0,1,0,1,0,0
36,16,23,5.980488929,2300900,0,1,0,0,0,0,1,1,0,0
43,16,23,5.325187858,2300800,0,1,0,0,0,1,0,1,0,0
45,14,23,5.980488929,2300800,0,1,0,0,0,0,1,1,0,0
8,12,23,5.980488929,2300200,0,1,0,0,0,0,1,1,0,0
18,12,23,9.921297959,2300800,0,0,1,0,0,0,1,1,0,0
21,12,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
29,16,23,17.77012503,2300700,0,0,0,1,0,0,1,1,0,0
25,14,23,16.04343298,2300700,0,0,0,1,0,1,0,1,0,0
3,12,23,34.54726257,2300200,0,0,0,0,1,0,1,1,0,0
3,0,23,8.874950303,2300200,0,0,1,0,0,1,0,1,0,0
4,18,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
20,16,23,5.980488929,2300300,0,1,0,0,0,0,1,1,0,0
6,18,23,34.54726257,2300500,0,0,0,0,1,0,1,1,0,0
29,14,23,9.921297959,2300900,0,0,1,0,0,0,1,1,0,0
11,16,23,5.325187858,2300400,0,1,0,0,0,1,0,1,0,0
11,14,23,3.448956817,2300400,1,0,0,0,0,0,1,1,0,0
17,12,23,34.54726257,2301000,0,0,0,0,1,0,1,1,0,0
22,16,23,3.0620098,2301000,1,0,0,0,0,1,0,1,0,0
28,19,23,5.980488929,2300700,0,1,0,0,0,0,1,1,0,0
30,18,23,5.325187858,2300700,0,1,0,0,0,1,0,1,0,0
7,18,23,5.325187858,2300100,0,1,0,0,0,1,0,1,0,0
6,16,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
9,14,23,5.980488929,2300200,0,1,0,0,0,0,1,1,0,0
9,12,23,8.874950303,2300200,0,0,1,0,0,1,0,1,0,0
20,16,23,3.0620098,2301000,1,0,0,0,0,1,0,1,0,0
35,16,23,3.448956817,2300800,1,0,0,0,0,0,1,1,0,0
36,16,23,3.0620098,2300800,1,0,0,0,0,1,0,1,0,0
8,16,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
12,12,23,9.921297959,2300100,0,0,1,0,0,0,1,1,0,0
5,12,23,34.54726257,2300100,0,0,0,0,1,0,1,1,0,0
10,14,23,3.448956817,2300600,1,0,0,0,0,0,1,1,0,0
12,14,23,3.0620098,2300600,1,0,0,0,0,1,0,1,0,0
23,16,23,17.77012503,2300700,0,0,0,1,0,0,1,1,0,0
5,12,23,5.980488929,2300100,0,1,0,0,0,0,1,1,0,0
9,8,23,44.67032431,2300100,0,0,0,0,1,1,0,0,1,0
7,12,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
6,14,23,3.0620098,2300200,1,0,0,0,0,1,0,1,0,0
48,12,23,8.874950303,2300500,0,0,1,0,0,1,0,1,0,0
8,12,23,17.77012503,2300800,0,0,0,1,0,0,1,1,0,0
18,14,23,3.0620098,2300300,1,0,0,0,0,1,0,1,0,0
19,14,23,5.980488929,2300400,0,1,0,0,0,0,1,1,0,0
19,12,23,8.874950303,2300400,0,0,1,0,0,1,0,1,0,0
13,14,23,16.04343298,2301000,0,0,0,1,0,1,0,1,0,0
12,16,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
102,12,23,8.874950303,2300900,0,0,1,0,0,1,0,1,0,0
5,12,23,31.82122021,2300300,0,0,0,0,1,1,0,1,0,0
3,16,23,16.04343298,2300900,0,0,0,1,0,1,0,1,0,0
3,16,23,9.921297959,2300900,0,0,1,0,0,0,1,1,0,0
39,18,23,31.82122021,2300500,0,0,0,0,1,1,0,1,0,0
4,12,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
4,18,23,5.325187858,2300100,0,1,0,0,0,1,0,1,0,0
10,14,23,3.0620098,2300800,1,0,0,0,0,1,0,1,0,0
19,12,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
19,16,23,3.0620098,2301000,1,0,0,0,0,1,0,1,0,0
39,18,23,31.82122021,2301000,0,0,0,0,1,1,0,1,0,0
3,16,23,8.874950303,2300300,0,0,1,0,0,1,0,1,0,0
17,14,23,5.325187858,2300700,0,1,0,0,0,1,0,1,0,0
16,14,23,3.448956817,2300700,1,0,0,0,0,0,1,1,0,0
8,16,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
5,12,23,31.82122021,2300200,0,0,0,0,1,1,0,1,0,0
6,14,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
4,12,23,3.0620098,2300200,1,0,0,0,0,1,0,1,0,0
4,12,23,9.921297959,2300200,0,0,1,0,0,0,1,1,0,0
19,14,23,9.921297959,2300400,0,0,1,0,0,0,1,1,0,0
30,16,23,3.0620098,2300900,1,0,0,0,0,1,0,1,0,0
30,16,23,3.448956817,2300900,1,0,0,0,0,0,1,1,0,0
5,12,23,3.0620098,2300200,1,0,0,0,0,1,0,1,0,0
5,12,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
32,16,23,3.448956817,2300300,1,0,0,0,0,0,1,1,0,0
15,16,23,3.448956817,2300800,1,0,0,0,0,0,1,1,0,0
17,12,23,16.04343298,2300800,0,0,0,1,0,1,0,1,0,0
7,12,23,9.912364563,2300400,0,1,0,0,0,0,1,0,1,0
10,12,23,8.874950303,2300400,0,0,1,0,0,1,0,1,0,0
7,12,23,5.325187858,2300300,0,1,0,0,0,1,0,1,0,0
3,14,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
2,12,23,5.325187858,2300100,0,1,0,0,0,1,0,1,0,0
17,18,23,3.0620098,2301000,1,0,0,0,0,1,0,1,0,0
12,14,23,34.54726257,2300200,0,0,0,0,1,0,1,1,0,0
4,18,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
4,12,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
8,12,23,34.54726257,2300500,0,0,0,0,1,0,1,1,0,0
9,12,23,9.921297959,2300300,0,0,1,0,0,0,1,1,0,0
5,12,23,16.04343298,2300300,0,0,0,1,0,1,0,1,0,0
6,12,23,5.980488929,2300300,0,1,0,0,0,0,1,1,0,0
4,8,23,8.874950303,2300300,0,0,1,0,0,1,0,1,0,0
17,12,23,3.448956817,2300600,1,0,0,0,0,0,1,1,0,0
38,12,23,16.04343298,2300600,0,0,0,1,0,1,0,1,0,0
10,11,23,17.77012503,2300600,0,0,0,1,0,0,1,1,0,0
28,14,23,9.921297959,2300300,0,0,1,0,0,0,1,1,0,0
7,12,23,5.325187858,2300200,0,1,0,0,0,1,0,1,0,0
13,18,23,5.325187858,2300600,0,1,0,0,0,1,0,1,0,0
21,11,23,3.0620098,2300900,1,0,0,0,0,1,0,1,0,0
22,16,23,8.874950303,2300500,0,0,1,0,0,1,0,1,0,0
20,16,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
18,16,23,3.0620098,2300800,1,0,0,0,0,1,0,1,0,0
18,16,23,5.980488929,2300800,0,1,0,0,0,0,1,1,0,0
5,18,23,8.874950303,2300500,0,0,1,0,0,1,0,1,0,0
3,11,23,3.0620098,2300300,1,0,0,0,0,1,0,1,0,0
67,9,23,34.54726257,2301000,0,0,0,0,1,0,1,1,0,0
18,12,23,17.77012503,2300200,0,0,0,1,0,0,1,1,0,0
9,8,23,34.54726257,2300200,0,0,0,0,1,0,1,1,0,0
5,16,23,17.77012503,2300300,0,0,0,1,0,0,1,1,0,0
17,11,23,17.77012503,2300600,0,0,0,1,0,0,1,1,0,0
6,12,23,5.325187858,2300800,0,1,0,0,0,1,0,1,0,0
6,14,23,5.980488929,2300800,0,1,0,0,0,0,1,1,0,0
15,14,23,9.921297959,2300400,0,0,1,0,0,0,1,1,0,0
20,16,23,5.325187858,2300400,0,1,0,0,0,1,0,1,0,0
12,14,23,3.0620098,2300400,1,0,0,0,0,1,0,1,0,0
17,14,23,5.325187858,2301000,0,1,0,0,0,1,0,1,0,0
15,14,23,3.448956817,2301000,1,0,0,0,0,0,1,1,0,0
17,12,23,5.325187858,2300400,0,1,0,0,0,1,0,1,0,0
10,14,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
10,14,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
11,14,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
5,12,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
11,12,23,17.77012503,2300200,0,0,0,1,0,0,1,1,0,0
21,11,23,31.82122021,2300100,0,0,0,0,1,1,0,1,0,0
26,9,23,17.77012503,2300100,0,0,0,1,0,0,1,1,0,0
56,14,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
28,14,23,5.325187858,2300400,0,1,0,0,0,1,0,1,0,0
15,9,23,34.54726257,2300900,0,0,0,0,1,0,1,1,0,0
90,14,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
91,12,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
5,16,23,3.0620098,2300200,1,0,0,0,0,1,0,1,0,0
3,12,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
9,14,23,16.04343298,2300500,0,0,0,1,0,1,0,1,0,0
7,12,23,17.77012503,2300500,0,0,0,1,0,0,1,1,0,0
6,16,23,5.325187858,2300200,0,1,0,0,0,1,0,1,0,0
3,12,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
19,16,23,3.448956817,2300400,1,0,0,0,0,0,1,1,0,0
8,9,23,8.874950303,2300200,0,0,1,0,0,1,0,1,0,0
11,0,23,9.921297959,2300200,0,0,1,0,0,0,1,1,0,0
30,14,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
9,12,23,3.448956817,2300600,1,0,0,0,0,0,1,1,0,0
19,14,23,5.325187858,2300300,0,1,0,0,0,1,0,1,0,0
17,14,23,3.448956817,2300300,1,0,0,0,0,0,1,1,0,0
6,18,23,5.980488929,2300700,0,1,0,0,0,0,1,1,0,0
6,18,23,5.325187858,2300700,0,1,0,0,0,1,0,1,0,0
8,12,23,5.980488929,2300800,0,1,0,0,0,0,1,1,0,0
6,8,23,5.325187858,2300100,0,1,0,0,0,1,0,1,0,0
4,9,23,5.980488929,2300100,0,1,0,0,0,0,1,1,0,0
9,16,23,7.310117342,2300400,1,0,0,0,0,1,0,0,0,1
17,16,23,8.874950303,2300900,0,0,1,0,0,1,0,1,0,0
25,12,23,34.54726257,2300800,0,0,0,0,1,0,1,1,0,0
5,18,23,17.77012503,2300100,0,0,0,1,0,0,1,1,0,0
7,16,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
7,16,23,3.0620098,2300400,1,0,0,0,0,1,0,1,0,0
7,12,23,3.448956817,2300400,1,0,0,0,0,0,1,1,0,0
10,19,23,8.874950303,2300100,0,0,1,0,0,1,0,1,0,0
5,14,23,5.980488929,2300200,0,1,0,0,0,0,1,1,0,0
5,12,23,3.0620098,2300200,1,0,0,0,0,1,0,1,0,0
6,12,23,34.54726257,2300500,0,0,0,0,1,0,1,1,0,0
15,16,23,5.325187858,2301000,0,1,0,0,0,1,0,1,0,0
5,18,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
35,12,23,5.980488929,2300900,0,1,0,0,0,0,1,1,0,0
36,12,23,5.325187858,2300900,0,1,0,0,0,1,0,1,0,0
19,14,23,5.325187858,2300100,0,1,0,0,0,1,0,1,0,0
14,14,23,5.980488929,2300100,0,1,0,0,0,0,1,1,0,0
33,16,23,7.310117342,2301000,1,0,0,0,0,1,0,0,0,1
27,16,23,3.0620098,2300800,1,0,0,0,0,1,0,1,0,0
8,18,23,31.82122021,2300500,0,0,0,0,1,1,0,1,0,0
63,12,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
9,12,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
8,12,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
6,16,23,5.325187858,2300100,0,1,0,0,0,1,0,1,0,0
5,12,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
10,12,23,5.325187858,2300900,0,1,0,0,0,1,0,1,0,0
10,12,23,3.448956817,2300900,1,0,0,0,0,0,1,1,0,0
7,18,23,5.819493458,2300200,1,0,0,0,0,0,1,0,1,0
7,18,23,3.0620098,2300200,1,0,0,0,0,1,0,1,0,0
20,16,23,3.0620098,2300900,1,0,0,0,0,1,0,1,0,0
19,24,23,16.04343298,2300100,0,0,0,1,0,1,0,1,0,0
5,14,23,5.980488929,2300200,0,1,0,0,0,0,1,1,0,0
19,18,23,5.325187858,2300700,0,1,0,0,0,1,0,1,0,0
16,16,23,5.980488929,2300700,0,1,0,0,0,0,1,1,0,0
10,18,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
7,14,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
7,14,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
13,12,23,31.82122021,2300400,0,0,0,0,1,1,0,1,0,0
19,8,23,34.54726257,2300400,0,0,0,0,1,0,1,1,0,0
9,14,23,31.82122021,2300500,0,0,0,0,1,1,0,1,0,0
7,14,23,34.54726257,2300500,0,0,0,0,1,0,1,1,0,0
29,16,23,5.325187858,2300700,0,1,0,0,0,1,0,1,0,0
26,16,23,3.448956817,2300700,1,0,0,0,0,0,1,1,0,0
41,18,23,3.448956817,2300800,1,0,0,0,0,0,1,1,0,0
42,18,23,5.325187858,2300800,0,1,0,0,0,1,0,1,0,0
16,18,23,9.921297959,2300900,0,0,1,0,0,0,1,1,0,0
17,18,23,34.54726257,2300600,0,0,0,0,1,0,1,1,0,0
9,14,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
25,18,23,8.874950303,2300900,0,0,1,0,0,1,0,1,0,0
25,16,23,9.921297959,2300900,0,0,1,0,0,0,1,1,0,0
27,12,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
2,14,23,17.77012503,2300100,0,0,0,1,0,0,1,1,0,0
6,14,23,9.921297959,2300800,0,0,1,0,0,0,1,1,0,0
76,12,23,9.921297959,2300300,0,0,1,0,0,0,1,1,0,0
85,9,23,8.874950303,2300300,0,0,1,0,0,1,0,1,0,0
6,12,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
7,18,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
10,18,23,17.77012503,2300500,0,0,0,1,0,0,1,1,0,0
12,12,23,3.0620098,2300600,1,0,0,0,0,1,0,1,0,0
24,12,23,9.921297959,2300500,0,0,1,0,0,0,1,1,0,0
12,14,23,3.448956817,2300300,1,0,0,0,0,0,1,1,0,0
14,14,23,5.325187858,2300300,0,1,0,0,0,1,0,1,0,0
3,16,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
4,12,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
5,18,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
6,16,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
21,18,23,16.04343298,2300300,0,0,0,1,0,1,0,1,0,0
20,18,23,34.54726257,2300900,0,0,0,0,1,0,1,1,0,0
19,18,23,17.77012503,2301000,0,0,0,1,0,0,1,1,0,0
22,14,23,3.0620098,2300200,1,0,0,0,0,1,0,1,0,0
24,16,23,9.921297959,2301000,0,0,1,0,0,0,1,1,0,0
11,12,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
31,18,23,5.980488929,2300900,0,1,0,0,0,0,1,1,0,0
32,16,23,3.0620098,2300900,1,0,0,0,0,1,0,1,0,0
29,14,23,5.980488929,2301000,0,1,0,0,0,0,1,1,0,0
32,12,23,8.874950303,2301000,0,0,1,0,0,1,0,1,0,0
28,16,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
26,18,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
16,14,23,3.0620098,2300800,1,0,0,0,0,1,0,1,0,0
3,12,23,16.04343298,2300100,0,0,0,1,0,1,0,1,0,0
3,12,23,9.921297959,2300100,0,0,1,0,0,0,1,1,0,0
27,18,23,5.980488929,2300400,0,1,0,0,0,0,1,1,0,0
26,18,23,3.0620098,2300800,1,0,0,0,0,1,0,1,0,0
27,18,23,3.448956817,2300800,1,0,0,0,0,0,1,1,0,0
22,12,23,34.54726257,2300400,0,0,0,0,1,0,1,1,0,0
11,16,23,9.921297959,2300200,0,0,1,0,0,0,1,1,0,0
23,12,23,34.54726257,2301000,0,0,0,0,1,0,1,1,0,0
13,18,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
7,18,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
8,14,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
21,16,23,5.980488929,2300300,0,1,0,0,0,0,1,1,0,0
5,12,23,31.82122021,2300200,0,0,0,0,1,1,0,1,0,0
9,19,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
10,14,23,3.448956817,2300800,1,0,0,0,0,0,1,1,0,0
98,7,23,34.54726257,2301000,0,0,0,0,1,0,1,1,0,0
122,14,23,3.448956817,2301000,1,0,0,0,0,0,1,1,0,0
16,12,23,16.04343298,2300800,0,0,0,1,0,1,0,1,0,0
30,14,23,3.0620098,2300800,1,0,0,0,0,1,0,1,0,0
6,16,23,9.921297959,2300500,0,0,1,0,0,0,1,1,0,0
9,18,23,16.04343298,2300500,0,0,0,1,0,1,0,1,0,0
10,16,23,5.980488929,2301000,0,1,0,0,0,0,1,1,0,0
3,16,23,34.54726257,2300900,0,0,0,0,1,0,1,1,0,0
6,12,23,5.325187858,2300100,0,1,0,0,0,1,0,1,0,0
79,12,23,5.980488929,2300300,0,1,0,0,0,0,1,1,0,0
6,19,23,8.874950303,2300700,0,0,1,0,0,1,0,1,0,0
19,16,23,8.874950303,2300700,0,0,1,0,0,1,0,1,0,0
20,14,23,9.921297959,2300700,0,0,1,0,0,0,1,1,0,0
47,16,23,3.448956817,2300600,1,0,0,0,0,0,1,1,0,0
6,12,23,31.82122021,2300100,0,0,0,0,1,1,0,1,0,0
28,7,23,31.82122021,2300500,0,0,0,0,1,1,0,1,0,0
17,14,23,9.921297959,2300500,0,0,1,0,0,0,1,1,0,0
14,16,23,9.921297959,2300400,0,0,1,0,0,0,1,1,0,0
13,12,23,3.448956817,2300800,1,0,0,0,0,0,1,1,0,0
36,12,23,5.325187858,2300200,0,1,0,0,0,1,0,1,0,0
28,14,23,8.874950303,2300800,0,0,1,0,0,1,0,1,0,0
27,12,23,9.921297959,2300800,0,0,1,0,0,0,1,1,0,0
3,14,23,31.82122021,2300100,0,0,0,0,1,1,0,1,0,0
10,12,23,8.874950303,2300500,0,0,1,0,0,1,0,1,0,0
9,12,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
22,14,23,3.0620098,2300800,1,0,0,0,0,1,0,1,0,0
23,12,23,3.448956817,2300800,1,0,0,0,0,0,1,1,0,0
8,16,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
7,14,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
6,14,23,9.921297959,2300200,0,0,1,0,0,0,1,1,0,0
8,18,23,3.448956817,2300700,1,0,0,0,0,0,1,1,0,0
9,18,23,3.0620098,2300700,1,0,0,0,0,1,0,1,0,0
44,16,23,8.874950303,2301000,0,0,1,0,0,1,0,1,0,0
43,14,23,9.921297959,2301000,0,0,1,0,0,0,1,1,0,0
34,14,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
5,18,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
9,12,23,9.921297959,2300600,0,0,1,0,0,0,1,1,0,0
10,16,23,5.325187858,2300700,0,1,0,0,0,1,0,1,0,0
9,18,23,5.980488929,2300700,0,1,0,0,0,0,1,1,0,0
14,12,23,34.54726257,2300200,0,0,0,0,1,0,1,1,0,0
7,14,23,5.325187858,2300200,0,1,0,0,0,1,0,1,0,0
6,12,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
18,14,23,3.448956817,2300200,1,0,0,0,0,0,1,1,0,0
25,14,23,3.0620098,2300800,1,0,0,0,0,1,0,1,0,0
26,16,23,3.448956817,2300800,1,0,0,0,0,0,1,1,0,0
9,16,23,8.874950303,2300500,0,0,1,0,0,1,0,1,0,0
7,12,23,9.921297959,2300500,0,0,1,0,0,0,1,1,0,0
5,18,23,8.874950303,2300500,0,0,1,0,0,1,0,1,0,0
43,18,23,3.0620098,2301000,1,0,0,0,0,1,0,1,0,0
8,14,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
14,12,23,8.874950303,2300500,0,0,1,0,0,1,0,1,0,0
15,18,23,34.54726257,2301000,0,0,0,0,1,0,1,1,0,0
2,12,23,8.874950303,2300100,0,0,1,0,0,1,0,1,0,0
2,14,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
12,12,23,5.325187858,2300200,0,1,0,0,0,1,0,1,0,0
3,8,23,8.874950303,2300300,0,0,1,0,0,1,0,1,0,0
8,16,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
9,16,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
17,10,23,31.82122021,2300100,0,0,0,0,1,1,0,1,0,0
32,12,23,5.325187858,2300100,0,1,0,0,0,1,0,1,0,0
4,12,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
4,9,23,34.54726257,2300100,0,0,0,0,1,0,1,1,0,0
19,16,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
17,24,23,5.325187858,2301000,0,1,0,0,0,1,0,1,0,0
6,12,23,16.04343298,2300200,0,0,0,1,0,1,0,1,0,0
8,9,23,9.921297959,2300200,0,0,1,0,0,0,1,1,0,0
3,18,23,5.980488929,2300300,0,1,0,0,0,0,1,1,0,0
8,12,23,31.82122021,2300500,0,0,0,0,1,1,0,1,0,0
6,14,23,34.54726257,2300500,0,0,0,0,1,0,1,1,0,0
12,12,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
15,12,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
37,14,23,8.874950303,2300900,0,0,1,0,0,1,0,1,0,0
34,12,23,5.980488929,2300900,0,1,0,0,0,0,1,1,0,0
32,18,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
7,16,23,17.77012503,2300200,0,0,0,1,0,0,1,1,0,0
17,14,23,3.448956817,2300400,1,0,0,0,0,0,1,1,0,0
26,6,23,5.325187858,2300800,0,1,0,0,0,1,0,1,0,0
43,18,23,3.448956817,2300900,1,0,0,0,0,0,1,1,0,0
6,19,23,3.0620098,2300400,1,0,0,0,0,1,0,1,0,0
10,16,23,34.54726257,2300500,0,0,0,0,1,0,1,1,0,0
6,14,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
16,12,23,17.77012503,2300400,0,0,0,1,0,0,1,1,0,0
7,14,23,3.448956817,2300600,1,0,0,0,0,0,1,1,0,0
8,12,23,3.0620098,2300600,1,0,0,0,0,1,0,1,0,0
11,8,23,34.54726257,2300300,0,0,0,0,1,0,1,1,0,0
7,12,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
6,14,23,3.0620098,2300300,1,0,0,0,0,1,0,1,0,0
4,8,23,31.82122021,2300500,0,0,0,0,1,1,0,1,0,0
4,8,23,34.54726257,2300500,0,0,0,0,1,0,1,1,0,0
4,12,23,3.0620098,2300100,1,0,0,0,0,1,0,1,0,0
3,14,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
23,12,23,5.325187858,2300300,0,1,0,0,0,1,0,1,0,0
10,14,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
14,12,23,9.921297959,2300600,0,0,1,0,0,0,1,1,0,0
25,12,23,34.54726257,2300800,0,0,0,0,1,0,1,1,0,0
23,12,23,16.04343298,2300800,0,0,0,1,0,1,0,1,0,0
3,14,23,17.77012503,2300100,0,0,0,1,0,0,1,1,0,0
32,14,23,5.325187858,2300300,0,1,0,0,0,1,0,1,0,0
29,12,23,3.448956817,2300300,1,0,0,0,0,0,1,1,0,0
9,16,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
19,12,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
18,12,23,5.325187858,2300500,0,1,0,0,0,1,0,1,0,0
3,12,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
7,16,23,5.325187858,2300800,0,1,0,0,0,1,0,1,0,0
16,19,23,16.04343298,2300700,0,0,0,1,0,1,0,1,0,0
15,18,23,3.448956817,2300700,1,0,0,0,0,0,1,1,0,0
62,12,23,3.448956817,2300100,1,0,0,0,0,0,1,1,0,0
127,12,23,5.325187858,2300200,0,1,0,0,0,1,0,1,0,0
20,12,23,5.325187858,2300700,0,1,0,0,0,1,0,1,0,0
18,12,23,3.448956817,2300700,1,0,0,0,0,0,1,1,0,0
26,14,23,3.0620098,2301000,1,0,0,0,0,1,0,1,0,0
25,14,23,3.448956817,2301000,1,0,0,0,0,0,1,1,0,0
2,12,23,5.980488929,2300900,0,1,0,0,0,0,1,1,0,0
9,14,23,3.448956817,2300500,1,0,0,0,0,0,1,1,0,0
10,16,23,3.0620098,2300500,1,0,0,0,0,1,0,1,0,0
15,16,23,3.448956817,2300700,1,0,0,0,0,0,1,1,0,0
17,16,23,3.0620098,2300700,1,0,0,0,0,1,0,1,0,0
8,12,23,16.04343298,2300200,0,0,0,1,0,1,0,1,0,0
15,18,23,3.448956817,2301000,1,0,0,0,0,0,1,1,0,0
34,12,23,3.0620098,2300600,1,0,0,0,0,1,0,1,0,0
23,14,23,16.04343298,2300700,0,0,0,1,0,1,0,1,0,0
25,18,23,34.54726257,2300700,0,0,0,0,1,0,1,1,0,0
14,11,23,9.921297959,2300200,0,0,1,0,0,0,1,1,0,0
11,12,23,16.04343298,2300200,0,0,0,1,0,1,0,1,0,0
5,12,23,34.54726257,2300300,0,0,0,0,1,0,1,1,0,0
107,12,23,5.980488929,2300800,0,1,0,0,0,0,1,1,0,0
34,18,23,5.325187858,2300400,0,1,0,0,0,1,0,1,0,0
33,14,23,3.448956817,2300400,1,0,0,0,0,0,1,1,0,0
5,16,23,9.921297959,2300200,0,0,1,0,0,0,1,1,0,0
6,16,23,16.04343298,2300200,0,0,0,1,0,1,0,1,0,0
7,14,23,5.980488929,2300500,0,1,0,0,0,0,1,1,0,0
8,18,23,16.04343298,2300500,0,0,0,1,0,1,0,1,0,0
